ID;Cim;Ajanlatkérõ;Nyertes;Ár;Konzorciumi tagokra számolt ár;CRI;URL
39801;A Nyomtatványok készítése 2012. évre tárgyú közbeszerzési eljárásban tájékoztató az eljárás eredményérõl;Budapest Fõváros XI. Kerület Újbuda Önkormányzata Polgármesteri Hivatal;SZENZOR SZÁMITOKÖZPONT KFT;2019560;2019560;0.32;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_4422_2012
39802;A Nyomtató és fénymásoló festék beszerzése 2012. évre tárgyú közbeszerzési eljárásban tájékoztató az eljárás eredményérõl;Budapest Fõváros XI. Kerület Újbuda Önkormányzata Polgármesteri Hivatal;WOSS KERESKEDELMI, VENDÉGLÁTOIPARI ÉS SZOLGÁLTATO KFT;9987024;9987024;0.39;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_4424_2012
39805;A "Hírhozó", a XVII. kerület Rákosmente Önkormányzatának lapja nyomdai elõállítása és szállítása.;Budapest Fõváros XVII. Kerület Rákosmente Önkormányzata;Ringier Kiadó Korlátolt Felelõsségû Társaság;0;0;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_4567_2012
39845;GAMESZ XI - Higiéniai termékek - Tájékoztató az eljárás eredményérõl;Budapest Fõváros XI. Kerület Újbuda Önkormányzata Gazdasági Mûszaki Ellátó Szolgálat;Trend-Papír Kft.;18223000;18223000;0.32;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_5309_2012
39866;Budapest Szabadság híd rekonstrukciója" projekt záró projekt elõrehaladási jelentés benyújtásához szükséges könyvvizsgálói feladatok ellátása;Budapest Fõváros Önkormányzata;EAST-AUDIT Igazságügyi Adó-, Járulék-, és Könyvszakértõ, Tanácsadó Zártkörûen Mûködõ Részvénytársaság;2350000;2350000;0.14;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_13699_2009
39887;az Önkormányzat által fenntartott oktatási intézmények részleges felújítása;Budapest Fõváros Ix. Kerület Ferencváros Önkormányzata;HALASTÓ CAMPING Korlátolt Felelõsségû Társaság;12950000;12950000;0.08;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_13819_2009
39888;az Önkormányzat által fenntartott oktatási intézmények részleges felújítása;Budapest Fõváros Ix. Kerület Ferencváros Önkormányzata;HALASTÓ CAMPING Korlátolt Felelõsségû Társaság;9419000;9419000;0.07;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_13819_2009
39889;az Önkormányzat által fenntartott oktatási intézmények részleges felújítása;Budapest Fõváros Ix. Kerület Ferencváros Önkormányzata;HALASTÓ CAMPING Korlátolt Felelõsségû Társaság;7250000;7250000;0.07;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_13819_2009
39890;az Önkormányzat által fenntartott oktatási intézmények részleges felújítása;Budapest Fõváros Ix. Kerület Ferencváros Önkormányzata;HALASTÓ CAMPING Korlátolt Felelõsségû Társaság;10000000;10000000;0.14;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_13819_2009
40024;pedagógus-továbbképzési szolgáltatások;Budapest Fõváros XIII. Kerületi Önkormányzat;CIVITAS- EGYESÜLET A POLGÁRI ISMERETEK ÉS KÉSZSÉGEK OKTATÁSÁÉRT;350000;350000;0.22;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_18507_2009
40050;Budapest XIII. ker. Kedves utca, Mosoly utca, Borbély utca, Raul Wallenberg utca, Násznagy utca, Forgách utca, Teve utca, Faludi utca, Szobor utca, Arasz utca, Kerekes utca, Nõvér utca, Kárász utca, Fiastyúk utca, Tüzér utca, Dévai utca,;Budapest Fõváros XIII. Kerületi Önkormányzat;HE-DO Útépítõ, Kereskedelmi és Szolgáltató Korlátolt Felelõsségû Társaság;30567828;30567828;0.07;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_20394_2008
40051;Budapest XIII. ker. Kedves utca, Mosoly utca, Borbély utca, Raul Wallenberg utca, Násznagy utca, Forgách utca, Teve utca, Faludi utca, Szobor utca, Arasz utca, Kerekes utca, Nõvér utca, Kárász utca, Fiastyúk utca, Tüzér utca, Dévai utca,;Budapest Fõváros XIII. Kerületi Önkormányzat;HE-DO Útépítõ, Kereskedelmi és Szolgáltató Korlátolt Felelõsségû Társaság;38907680;38907680;0.07;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_20394_2008
40052;Budapest XIII. ker. Kedves utca, Mosoly utca, Borbély utca, Raul Wallenberg utca, Násznagy utca, Forgách utca, Teve utca, Faludi utca, Szobor utca, Arasz utca, Kerekes utca, Nõvér utca, Kárász utca, Fiastyúk utca, Tüzér utca, Dévai utca,;Budapest Fõváros XIII. Kerületi Önkormányzat;HE-DO Útépítõ, Kereskedelmi és Szolgáltató Korlátolt Felelõsségû Társaság;34199810;34199810;0.07;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_20394_2008
40053;Budapest XIII. ker. Kedves utca, Mosoly utca, Borbély utca, Raul Wallenberg utca, Násznagy utca, Forgách utca, Teve utca, Faludi utca, Szobor utca, Arasz utca, Kerekes utca, Nõvér utca, Kárász utca, Fiastyúk utca, Tüzér utca, Dévai utca,;Budapest Fõváros XIII. Kerületi Önkormányzat;HE-DO Útépítõ, Kereskedelmi és Szolgáltató Korlátolt Felelõsségû Társaság;30138220;30138220;0.07;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_20394_2008
40054;Budapest XIII. ker. Kedves utca, Mosoly utca, Borbély utca, Raul Wallenberg utca, Násznagy utca, Forgách utca, Teve utca, Faludi utca, Szobor utca, Arasz utca, Kerekes utca, Nõvér utca, Kárász utca, Fiastyúk utca, Tüzér utca, Dévai utca,;Budapest Fõváros XIII. Kerületi Önkormányzat;HE-DO Útépítõ, Kereskedelmi és Szolgáltató Korlátolt Felelõsségû Társaság;21146660;21146660;0.07;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_20394_2008
40057;ügyvédi tevékenység végzése;Budapest Fõváros Önkormányzata Fõpolgármesteri Hivatal;GÁRDOS, FÜREDI, MOSONYI, TOMORI ÜGYVÉDI IRODA;0;0;0.38;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_20468_2008
40067;BKSZT beruházás ferencvárosi szivattyútelep záporoldali átalakítás eljárás eredménye;Budapest Fõváros Önkormányzata Fõpolgármesteri Hivatal;ALTERRA ÉPÍTÕIPARI KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG;9289999;9289999;0.22;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_7887_2009
40073;Budapest IX., Tûzoltó u. 66. sz. lakóépület  felújítása;Budapest Fõváros Ix. Kerület Ferencváros Önkormányzata;HÉROSZ Építõipari Zártkörûen Mûködõ Részvénytársaság;484655668;484655668;0.25;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_12166_2009
40116;Budapest, Erzsébet híd díszvilágításának kiépítése;Budapest Fõváros Önkormányzata;GORDIUSZ 95' Ipari, Kereskedelmi és Szolgáltató Zártkörûen Mûködõ Részvénytársaság;197287700;197287700;0.19;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_13611_2009
40117;Budapest Fõváros II. kerületének területén járdaépítési és felújítási munkák elvégzése;Budapest Fõváros Ii. Kerületi Önkormányzat;PUHI-TÁRNOK UT ÉS HIDÉPITÖ KFT;62787000;62787000;0.22;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_13757_2009
40118;Budapest Fõváros II. Kerületi Önkormányzat üzemeltetésében lévõ burkolt útfelületek kátyúzási, karbantartási és javítási munkáinak kivitelezése. (táj);Budapest Fõváros Ii. Kerületi Önkormányzat;PUHI-TÁRNOK UT ÉS HIDÉPITÖ KFT;183175000;183175000;0.36;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_13759_2009
40131;Intézményi felújítási munkák 6 telephelyen;Budapest Fõváros Önkormányzatának Fõvárosi Gyermekvédelmi Intézmények Gazdasági Szervezete;VULKÁN TÜZELÉSTECHNIKAI KFT;9394836;9394836;0.11;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_17196_2009
40132;Intézményi felújítási munkák 6 telephelyen;Budapest Fõváros Önkormányzatának Fõvárosi Gyermekvédelmi Intézmények Gazdasági Szervezete;BIESS ZOLTÁN JÁNOS;5253602;5253602;0.10;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_17196_2009
40133;Intézményi felújítási munkák 6 telephelyen;Budapest Fõváros Önkormányzatának Fõvárosi Gyermekvédelmi Intézmények Gazdasági Szervezete;T-INVEST '91 Fõvállalkozó, Építõipari és Kivitelezõ Korlátolt Felelõsségû Társaság;1832777;1832777;0.10;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_17196_2009
40134;Intézményi felújítási munkák 6 telephelyen;Budapest Fõváros Önkormányzatának Fõvárosi Gyermekvédelmi Intézmények Gazdasági Szervezete;T-INVEST '91 Fõvállalkozó, Építõipari és Kivitelezõ Korlátolt Felelõsségû Társaság;665289;665289;0.10;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_17196_2009
40135;Intézményi felújítási munkák 6 telephelyen;Budapest Fõváros Önkormányzatának Fõvárosi Gyermekvédelmi Intézmények Gazdasági Szervezete;BIESS ZOLTÁN JÁNOS;1218089;1218089;0.10;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_17196_2009
40162;Térinformatikai fejlesztés - GeoMedia WebMap;Budapest Fõváros XI.Kerület Újbuda Önkormányzata;TEKIRÉ Informatikai Korlátolt Felelõsségû Társaság;9560000;9560000;0.43;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_18084_2009
40195;ÁROP keretén belül ÁROP-3.A.1/B Projekt az ajánlatkérõ Polgármesteri Hivatal szervezetfejlesztésére projekt megvalósítására;Budapest Fõváros XIII. Kerületi Polgármesteri Hivatal;IFUA HORVÁTH & PARTNERS Vezetési és Informatikai Tanácsadó Korlátolt Felelõsségû Társaság;17500000;17500000;0.12;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_10061_2009
40214;Költségvetési elszámolási számlához kapcsolódó folyószámla-hitelkeret szerzõdés megkötése;Budapest Fõváros XIX. Kerület Kispest Önkormányzat;OTP Bank Nyrt. (Képv.: Dél-dunántúli Igazgatósága);11500000;11500000;0.50;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_15694_2009
40220;ételszállítás ellátása Budapest XVI. kerület Területi Szociális Szolgálat területén;Budapest Fõváros XVI. Kerületi Önkormányzat Területi Szociális Szolgálat;NUTRITIVE KERESKEDELMI ÉS SZOLGÁLTATÓ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG;0;0;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_17390_2009
40246;2009. évre vonatkozó iskolakezdési támogatási, ajándék-, melegétel és hideg étel utalvány beszerzése;Budapest Fõváros XXIII.Kerület Soroksár Önkormányzatának Polgármesteri Hivatala;SODEXO PASS HUNGÁRIA Kft;77722500;77722500;0.22;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_11603_2009
40334;A budapesti Margit híd és a kapcsolódó közlekedési rendszer fejlesztése munkáinak teljes körû lebonyolítói feladatai;Budapest Fõváros Önkormányzata;DR RÁDAI MÉRNÖKI IRODA KFT;39800000;39800000;0.35;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_16561_2009
40397;BKSZT beruházás Albertfalva és Kelenföldi szivattyútelepek záporoldali átalakítás;Budapest Fõváros Önkormányzata;ALTERRA ÉPÍTÕIPARI KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG;2718771;2718771;0.22;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_14096_2009
40446;Zsinór u. 38-40. szám alatti lakóépület tervezése és kivitelezése;Budapest Fõváros XIII. Kerületi Önkormányzat;HÉROSZ Építõipari Zártkörûen Mûködõ Részvénytársaság;1000000000;1000000000;0.43;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_19632_2008
40498;Budapest XIV. kerület területén 3 db - egymással összefüggõ - útszakasz megépítése (Kövér Lajos utca (Mogyoródi út és Egressy út között), Kupa vezér útja);Budapest Fõváros XIV. Kerület Zugló Önkormányzata;Penta Kft;56582180;56582180;0.40;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_4755_2009
40522;Tisztítószerek szállítása a Budapest XIX. kerületi Önkormányzat Gazdasági Ellátó Szervezet illetékességi területéhez tartozó intézmények részére;BUDAPEST FÕVÁROS XIX. KERÜLET KISPEST ÖNKORMÁNYZAT KÉPVISELÕ-TESTÜLETÉNEK  POLGÁRMESTERI HIVATALA;Brilliance Distributor Kereskedelmi és Szolgáltató Korlátolt Felelõsségû Társaság;5122154;5122154;0.29;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_15692_2009
40626;Budapest 2009. évi útfelújítások, Thököly út ideiglenes jellegû felújításának kivitelezési munkái;Budapest Fõváros Önkormányzata;MAGYAR ASZFALT KFT;427331010;427331010;0.14;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_12648_2009
40638;Mélyépítési keretmegállapodás alapján kötött szerzõdésekrõl - 2009. II. negyedév;Budapest Fõváros XVII. Kerület Rákosmente Önkormányzata;DUNA ASZFALT ÚT- ÉS MÉLYÉPÍTÕ KFT.;42000000;42000000;0.28;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_14753_2009
40639;Mélyépítési keretmegállapodás alapján kötött szerzõdésekrõl - 2009. II. negyedév;Budapest Fõváros XVII. Kerület Rákosmente Önkormányzata;DUNA ASZFALT ÚT- ÉS MÉLYÉPÍTÕ KFT.;87000000;87000000;0.28;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_14753_2009
40640;Mélyépítési keretmegállapodás alapján kötött szerzõdésekrõl - 2009. II. negyedév;Budapest Fõváros XVII. Kerület Rákosmente Önkormányzata;DUNA ASZFALT ÚT- ÉS MÉLYÉPÍTÕ KFT.;198063005;198063005;0.28;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_14753_2009
40641;Mélyépítési keretmegállapodás alapján kötött szerzõdésekrõl - 2009. II. negyedév;Budapest Fõváros XVII. Kerület Rákosmente Önkormányzata;DUNA ASZFALT ÚT- ÉS MÉLYÉPÍTÕ KFT.;603978971;603978971;0.29;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_14753_2009
40642;Mélyépítési keretmegállapodás alapján kötött szerzõdésekrõl - 2009. II. negyedév;Budapest Fõváros XVII. Kerület Rákosmente Önkormányzata;DUNA ASZFALT ÚT- ÉS MÉLYÉPÍTÕ KFT.;241044292;241044292;0.28;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_14753_2009
40643;Mélyépítési keretmegállapodás alapján kötött szerzõdésekrõl - 2009. II. negyedév;Budapest Fõváros XVII. Kerület Rákosmente Önkormányzata;DUNA ASZFALT ÚT- ÉS MÉLYÉPÍTÕ KFT.;503007544;503007544;0.29;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_14753_2009
40648;Bp. Fõv. XV. kerületi Önkormányzat, Bp. XV. Bogáncs utca 10. alatti Szociális Foglalkoztató épületének építése;Budapest Fõváros XV. Kerület Rákospalota, Pestújhely, Újpalota Önkormányzata;Alpine Hungária Építõ Kft.;181116980;181116980;0.31;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_15268_2009
40666;Budapest XVI. kerületi önerõs útépítések XII.;Budapest Fõváros XVI.Kerület Önkormányzat;Penta Kft;93055608;93055608;0.15;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_15678_2009
40667;Budapest XVI. kerületi önerõs útépítések XII.;Budapest Fõváros XVI.Kerület Önkormányzat;Penta Kft;40412239;40412239;0.15;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_15678_2009
40679;900 millió forint összegû folyószámla hitelkeret biztosítása;Budapest Fõváros XXIII. Kerület Soroksár Önkormányzat;OTP Bank Nyrt. (Képv.: Dél-dunántúli Igazgatósága);90000000;90000000;0.57;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_16126_2009
40776;hitelszerzõdés folyószámlahitel biztosítására;Budapest Fõváros IV.Kerület Újpest Önkormányzat Polgármesteri Hivatala;RAIFFEISEN BANK zártkörûen mûködõ részvénytársaság;0;0;-1;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_0251_2009
40854;Informatika 2009.;Budapest Fõváros XIII. Kerületi Önkormányzat;DNN Professional Graphics Kereskedelmi Szolgáltató Kft.;20412675;20412675;0.35;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_13170_2009
40858;3 intézmény napi takarítása és lakásotthonok évi egyszeri nagytakarítása;Budapest Fõváros Önkormányzatának Fõvárosi Gyermekvédelmi Intézmények Gazdasági Szervezete;ALBUX-BAU Szolgáltató és Kereskedelmi Korlátolt Felelõsségû Társaság;0;0;0.14;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_15255_2009
40859;3 intézmény napi takarítása és lakásotthonok évi egyszeri nagytakarítása;Budapest Fõváros Önkormányzatának Fõvárosi Gyermekvédelmi Intézmények Gazdasági Szervezete;ALBUX-BAU Szolgáltató és Kereskedelmi Korlátolt Felelõsségû Társaság;837200;837200;0.14;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_15255_2009
40860;3 intézmény napi takarítása és lakásotthonok évi egyszeri nagytakarítása;Budapest Fõváros Önkormányzatának Fõvárosi Gyermekvédelmi Intézmények Gazdasági Szervezete;ALBUX-BAU Szolgáltató és Kereskedelmi Korlátolt Felelõsségû Társaság;4153760;4153760;0.15;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_15255_2009
40861;3 intézmény napi takarítása és lakásotthonok évi egyszeri nagytakarítása;Budapest Fõváros Önkormányzatának Fõvárosi Gyermekvédelmi Intézmények Gazdasági Szervezete;ALBUX-BAU Szolgáltató és Kereskedelmi Korlátolt Felelõsségû Társaság;320000;320000;0.14;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_15255_2009
40898;környezetbarát parkoló építése;Budapest Fõváros III. Kerületi Óbuda-Békásmegyer Önkormányzat Polgármesteri Hivatala;FÖKERT PARKFENNTARTO-KERTÉSZETI ÉS SZOLGÁLTATO KFT;5077750;5077750;0.19;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_2961_2009
40939;A BKSZT beruházás csatlakozó út csapadékvíz bevezetése a szennyvíztiosztító telepre;Budapest Fõváros Önkormányzata Fõpolgármesteri Hivatal;ALTERRA ÉPÍTÕIPARI KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG;195131;195131;0.59;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_13174_2009
40972;Tájékoztató az eljárás eredményérõl Útépítések 2009. 11 utca 9 részben;Budapest Fõváros XX. Kerület Pesterzsébet Önkormányzata;DÉL-PESTI T ÉS T ÉPITÖIPARI, KERESKEDELMI ÉS SZOLGÁLTATO KFT;7975440;7975440;0.06;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_7300_2009
40973;Tájékoztató az eljárás eredményérõl Útépítések 2009. 11 utca 9 részben;Budapest Fõváros XX. Kerület Pesterzsébet Önkormányzata;Deponátor Magas- és Mélyépítõ Szolgáltató Kft.;0;0;0.06;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_7300_2009
40974;Tájékoztató az eljárás eredményérõl Útépítések 2009. 11 utca 9 részben;Budapest Fõváros XX. Kerület Pesterzsébet Önkormányzata;Deponátor Magas- és Mélyépítõ Szolgáltató Kft.;15500000;15500000;0.06;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_7300_2009
40975;Tájékoztató az eljárás eredményérõl Útépítések 2009. 11 utca 9 részben;Budapest Fõváros XX. Kerület Pesterzsébet Önkormányzata;DÉL-PESTI T ÉS T ÉPITÖIPARI, KERESKEDELMI ÉS SZOLGÁLTATO KFT;0;0;0.06;http://kozbeszerzes.hu/adatbazis/mutat/hirdetmeny/portal_7300_2009
